"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.255724374E0,4.399999976E-2,-1.099999994E-2,-6.740000248E-1,6.755242656E-1
5.260673732E0,4.399999976E-2,-1.099999994E-2,-6.740000248E-1,6.755242656E-1
5.265622819E0,4.399999976E-2,-1.099999994E-2,-6.740000248E-1,6.755242656E-1
5.270567569E0,5.099999905E-2,-6.100000069E-2,-6.029999852E-1,6.082195181E-1
5.275513590E0,5.099999905E-2,-6.100000069E-2,-6.029999852E-1,6.082195181E-1
5.280455771E0,4.399999976E-2,-7.900000364E-2,-6.190000176E-1,6.255701579E-1
5.285399066E0,4.399999976E-2,-7.900000364E-2,-6.190000176E-1,6.255701579E-1
5.290345529E0,0.000000000E0,-4.600000009E-2,-6.250000000E-1,6.266905137E-1
5.295291064E0,0.000000000E0,-4.600000009E-2,-6.250000000E-1,6.266905137E-1
5.300241671E0,1.300000027E-2,-3.299999982E-2,-5.759999752E-1,5.770909559E-1
5.305190810E0,1.300000027E-2,-3.299999982E-2,-5.759999752E-1,5.770909559E-1
5.310133749E0,1.600000076E-2,-4.199999943E-2,-5.550000072E-1,5.568168531E-1
5.315078504E0,1.600000076E-2,-4.199999943E-2,-5.550000072E-1,5.568168531E-1
5.320028465E0,8.000000380E-3,-3.200000152E-2,-5.500000119E-1,5.509882151E-1
5.324976896E0,8.000000380E-3,-3.200000152E-2,-5.500000119E-1,5.509882151E-1
5.329921938E0,8.000000380E-3,-3.200000152E-2,-5.500000119E-1,5.509882151E-1
5.334867975E0,8.000000380E-3,-3.200000152E-2,-5.500000119E-1,5.509882151E-1
5.339817396E0,3.000000026E-3,-6.300000101E-2,-5.879999995E-1,5.913729784E-1
5.344765823E0,3.000000026E-3,-6.300000101E-2,-5.879999995E-1,5.913729784E-1
5.349712683E0,4.199999943E-2,-1.799999923E-2,-5.540000200E-1,5.558813022E-1
5.354659994E0,4.199999943E-2,-1.799999923E-2,-5.540000200E-1,5.558813022E-1
5.359607750E0,4.199999943E-2,-1.799999923E-2,-5.540000200E-1,5.558813022E-1
5.364555377E0,4.199999943E-2,-1.799999923E-2,-5.540000200E-1,5.558813022E-1
5.369500257E0,-1.499999966E-2,-1.129999980E-1,-5.730000138E-1,5.842285643E-1
5.374445932E0,-1.499999966E-2,-1.129999980E-1,-5.730000138E-1,5.842285643E-1
5.379396672E0,-7.000000216E-3,-1.199999973E-1,-5.529999733E-1,5.659133943E-1
5.384345929E0,-7.000000216E-3,-1.199999973E-1,-5.529999733E-1,5.659133943E-1
5.389289363E0,1.200000010E-2,-1.480000019E-1,-5.040000081E-1,5.254179372E-1
5.394234490E0,1.200000010E-2,-1.480000019E-1,-5.040000081E-1,5.254179372E-1
5.399177395E0,4.600000009E-2,-1.529999971E-1,-5.220000148E-1,5.459020192E-1
5.404120952E0,4.600000009E-2,-1.529999971E-1,-5.220000148E-1,5.459020192E-1
5.409068315E0,2.800000086E-2,-1.620000005E-1,-5.759999752E-1,5.990024805E-1
5.414014564E0,2.800000086E-2,-1.620000005E-1,-5.759999752E-1,5.990024805E-1
5.418961718E0,-1.700000092E-2,-1.500000060E-1,-5.509999990E-1,5.713055231E-1
5.423908621E0,-1.700000092E-2,-1.500000060E-1,-5.509999990E-1,5.713055231E-1
5.428858431E0,-8.999999613E-3,-1.299999952E-1,-5.080000162E-1,5.244473427E-1
5.433807390E0,-8.999999613E-3,-1.299999952E-1,-5.080000162E-1,5.244473427E-1
5.438753220E0,-5.999999866E-2,-1.389999986E-1,-4.699999988E-1,4.937823390E-1
5.443699985E0,-5.999999866E-2,-1.389999986E-1,-4.699999988E-1,4.937823390E-1
5.448648920E0,-5.200000107E-2,-1.439999938E-1,-5.099999905E-1,5.324847309E-1
5.453597217E0,-5.200000107E-2,-1.439999938E-1,-5.099999905E-1,5.324847309E-1
5.458542824E0,-4.399999976E-2,-1.190000027E-1,-5.210000277E-1,5.362257262E-1
5.463489219E0,-4.399999976E-2,-1.190000027E-1,-5.210000277E-1,5.362257262E-1
5.468437144E0,-3.599999845E-2,-9.799999744E-2,-4.670000076E-1,4.785279579E-1
5.473384645E0,-3.599999845E-2,-9.799999744E-2,-4.670000076E-1,4.785279579E-1
5.478328040E0,9.999999776E-3,-1.110000014E-1,-5.040000081E-1,5.161753660E-1
5.483272643E0,9.999999776E-3,-1.110000014E-1,-5.040000081E-1,5.161753660E-1
5.488222080E0,3.900000080E-2,-5.700000003E-2,-4.979999959E-1,5.027663434E-1
5.493170101E0,3.900000080E-2,-5.700000003E-2,-4.979999959E-1,5.027663434E-1
5.498117984E0,2.600000054E-2,-7.800000161E-2,-5.040000081E-1,5.106623233E-1
5.503065893E0,2.600000054E-2,-7.800000161E-2,-5.040000081E-1,5.106623233E-1
5.508013503E0,4.300000146E-2,-7.900000364E-2,-5.120000243E-1,5.198403847E-1
5.512961200E0,4.300000146E-2,-7.900000364E-2,-5.120000243E-1,5.198403847E-1
5.517910648E0,-1.499999966E-2,-7.500000298E-2,-5.600000024E-1,5.651990827E-1
5.522859615E0,-1.499999966E-2,-7.500000298E-2,-5.600000024E-1,5.651990827E-1
5.527805512E0,-2.999999933E-2,-7.599999756E-2,-5.630000234E-1,5.688980804E-1
5.532752309E0,-2.999999933E-2,-7.599999756E-2,-5.630000234E-1,5.688980804E-1
5.537699604E0,-4.300000146E-2,-6.499999762E-2,-6.340000033E-1,6.387722631E-1
5.542646761E0,-4.300000146E-2,-6.499999762E-2,-6.340000033E-1,6.387722631E-1
5.547595941E0,-1.799999923E-2,-1.010000035E-1,-6.090000272E-1,6.175807913E-1
5.552544530E0,-1.799999923E-2,-1.010000035E-1,-6.090000272E-1,6.175807913E-1
5.557491558E0,2.000000095E-3,-1.330000013E-1,-5.830000043E-1,5.979816095E-1
5.562439055E0,2.000000095E-3,-1.330000013E-1,-5.830000043E-1,5.979816095E-1
5.567388762E0,2.400000021E-2,-1.449999958E-1,-5.460000038E-1,5.654352332E-1
5.572337823E0,2.400000021E-2,-1.449999958E-1,-5.460000038E-1,5.654352332E-1
5.577285461E0,-2.899999917E-2,-1.360000074E-1,-5.680000186E-1,5.847743352E-1
5.582233516E0,-2.899999917E-2,-1.360000074E-1,-5.680000186E-1,5.847743352E-1
5.587180741E0,-3.200000152E-2,-9.399999678E-2,-5.749999881E-1,5.835109132E-1
5.592128210E0,-3.200000152E-2,-9.399999678E-2,-5.749999881E-1,5.835109132E-1
5.597075232E0,-1.799999923E-2,-9.899999946E-2,-6.190000176E-1,6.271252042E-1
5.602022377E0,-1.799999923E-2,-9.899999946E-2,-6.190000176E-1,6.271252042E-1
5.606966558E0,-5.799999833E-2,-6.800000370E-2,-6.359999776E-1,6.422491509E-1
5.611911607E0,-5.799999833E-2,-6.800000370E-2,-6.359999776E-1,6.422491509E-1
5.616859295E0,-8.999999613E-3,-4.399999976E-2,-5.569999814E-1,5.588076407E-1
5.621806184E0,-8.999999613E-3,-4.399999976E-2,-5.569999814E-1,5.588076407E-1
5.626752212E0,0.000000000E0,-8.399999887E-2,-5.159999728E-1,5.227924749E-1
5.631698493E0,0.000000000E0,-8.399999887E-2,-5.159999728E-1,5.227924749E-1
5.636647073E0,-4.399999976E-2,-8.900000155E-2,-5.370000005E-1,5.461007240E-1
5.641595000E0,-4.399999976E-2,-8.900000155E-2,-5.370000005E-1,5.461007240E-1
5.646546618E0,-6.899999827E-2,-9.799999744E-2,-5.619999766E-1,5.746381235E-1
5.651497155E0,-6.899999827E-2,-9.799999744E-2,-5.619999766E-1,5.746381235E-1
5.656446525E0,-4.500000179E-2,-1.340000033E-1,-6.039999723E-1,6.203200526E-1
5.661396268E0,-4.500000179E-2,-1.340000033E-1,-6.039999723E-1,6.203200526E-1
5.666344869E0,2.000000095E-3,-2.090000063E-1,-5.500000119E-1,5.883748939E-1
5.671293806E0,2.000000095E-3,-2.090000063E-1,-5.500000119E-1,5.883748939E-1
5.676239467E0,1.899999939E-2,-1.700000018E-1,-5.189999938E-1,5.464631682E-1
5.681186098E0,1.899999939E-2,-1.700000018E-1,-5.189999938E-1,5.464631682E-1
5.686135773E0,2.500000037E-2,-1.289999932E-1,-5.159999728E-1,5.324678114E-1
5.691084558E0,2.500000037E-2,-1.289999932E-1,-5.159999728E-1,5.324678114E-1
5.696033469E0,2.099999972E-2,-1.089999974E-1,-5.590000153E-1,5.699149204E-1
5.700982338E0,2.099999972E-2,-1.089999974E-1,-5.590000153E-1,5.699149204E-1
5.705930414E0,1.999999955E-2,-1.309999973E-1,-5.419999957E-1,5.579650478E-1
5.710878723E0,1.999999955E-2,-1.309999973E-1,-5.419999957E-1,5.579650478E-1
5.715826319E0,1.499999966E-2,-1.250000000E-1,-5.199999809E-1,5.350233454E-1
5.720774118E0,1.499999966E-2,-1.250000000E-1,-5.199999809E-1,5.350233454E-1
5.725722691E0,-4.000000190E-3,-1.120000035E-1,-5.529999733E-1,5.642419439E-1
5.730671038E0,-4.000000190E-3,-1.120000035E-1,-5.529999733E-1,5.642419439E-1
5.735614133E0,7.900000364E-2,-7.100000232E-2,-5.490000248E-1,5.591806757E-1
5.740558752E0,7.900000364E-2,-7.100000232E-2,-5.490000248E-1,5.591806757E-1
5.745503682E0,7.999999821E-2,-7.999999821E-2,-5.370000005E-1,5.487886660E-1
5.750448521E0,7.999999821E-2,-7.999999821E-2,-5.370000005E-1,5.487886660E-1
5.755391817E0,6.199999899E-2,-8.799999952E-2,-4.930000007E-1,5.046156958E-1
5.760335580E0,6.199999899E-2,-8.799999952E-2,-4.930000007E-1,5.046156958E-1
5.765284125E0,5.700000003E-2,-9.300000221E-2,-4.740000069E-1,4.863887406E-1
5.770231270E0,5.700000003E-2,-9.300000221E-2,-4.740000069E-1,4.863887406E-1
5.775174550E0,4.500000179E-2,-6.100000069E-2,-4.560000002E-1,4.622575045E-1
5.780118963E0,4.500000179E-2,-6.100000069E-2,-4.560000002E-1,4.622575045E-1
5.785064558E0,5.099999905E-2,-9.200000018E-2,-5.030000210E-1,5.138813297E-1
5.790009807E0,5.099999905E-2,-9.200000018E-2,-5.030000210E-1,5.138813297E-1
5.794956066E0,3.999999911E-2,-6.100000069E-2,-4.810000062E-1,4.864997492E-1
5.799902033E0,3.999999911E-2,-6.100000069E-2,-4.810000062E-1,4.864997492E-1
5.804849706E0,-1.899999939E-2,-3.299999982E-2,-4.979999959E-1,4.994536975E-1
5.809796879E0,-1.899999939E-2,-3.299999982E-2,-4.979999959E-1,4.994536975E-1
5.814745147E0,4.899999872E-2,-4.100000113E-2,-5.329999924E-1,5.368156032E-1
5.819693102E0,4.899999872E-2,-4.100000113E-2,-5.329999924E-1,5.368156032E-1
5.824642235E0,7.299999893E-2,-2.899999917E-2,-5.230000019E-1,5.288657692E-1
5.829591024E0,7.299999893E-2,-2.899999917E-2,-5.230000019E-1,5.288657692E-1
5.834542117E0,8.299999684E-2,-7.599999756E-2,-5.640000105E-1,5.751182582E-1
5.839492516E0,8.299999684E-2,-7.599999756E-2,-5.640000105E-1,5.751182582E-1
5.844438528E0,6.400000304E-2,-1.030000001E-1,-5.559999943E-1,5.690702892E-1
5.849385825E0,6.400000304E-2,-1.030000001E-1,-5.559999943E-1,5.690702892E-1
5.854329617E0,4.500000179E-2,-1.280000061E-1,-6.430000067E-1,6.571590449E-1
5.859274406E0,4.500000179E-2,-1.280000061E-1,-6.430000067E-1,6.571590449E-1
5.864222280E0,9.999999776E-3,-1.070000008E-1,-6.060000062E-1,6.154551224E-1
5.869169251E0,9.999999776E-3,-1.070000008E-1,-6.060000062E-1,6.154551224E-1
5.874116130E0,-2.099999972E-2,-1.030000001E-1,-6.019999981E-1,6.111088264E-1
5.879063031E0,-2.099999972E-2,-1.030000001E-1,-6.019999981E-1,6.111088264E-1
5.884010677E0,-2.700000070E-2,-1.400000006E-1,-5.400000215E-1,5.585060639E-1
5.888958106E0,-2.700000070E-2,-1.400000006E-1,-5.400000215E-1,5.585060639E-1
5.893910853E0,4.000000190E-3,-1.809999943E-1,-5.379999876E-1,5.676451221E-1
5.898862068E0,4.000000190E-3,-1.809999943E-1,-5.379999876E-1,5.676451221E-1
5.903810059E0,3.500000015E-2,-1.599999964E-1,-5.580000281E-1,5.815402224E-1
5.908758994E0,3.500000015E-2,-1.599999964E-1,-5.580000281E-1,5.815402224E-1
5.913707900E0,5.900000036E-2,-1.030000001E-1,-5.329999924E-1,5.460576819E-1
5.918656825E0,5.900000036E-2,-1.030000001E-1,-5.329999924E-1,5.460576819E-1
5.923604486E0,6.599999964E-2,-1.150000021E-1,-5.690000057E-1,5.842448176E-1
5.928552517E0,6.599999964E-2,-1.150000021E-1,-5.690000057E-1,5.842448176E-1
5.933501783E0,1.999999955E-2,-9.000000358E-2,-6.110000014E-1,6.179166630E-1
5.938450712E0,1.999999955E-2,-9.000000358E-2,-6.110000014E-1,6.179166630E-1
5.943395489E0,3.000000026E-3,-5.400000140E-2,-5.929999948E-1,5.954611607E-1
5.948341484E0,3.000000026E-3,-5.400000140E-2,-5.929999948E-1,5.954611607E-1
5.953290757E0,-2.000000095E-3,1.000000047E-3,-6.050000191E-1,6.050041513E-1
5.958239050E0,-2.000000095E-3,1.000000047E-3,-6.050000191E-1,6.050041513E-1
5.963181953E0,-1.000000047E-3,-2.800000086E-2,-5.989999771E-1,5.996548779E-1
5.968126436E0,-1.000000047E-3,-2.800000086E-2,-5.989999771E-1,5.996548779E-1
5.973076129E0,-5.099999905E-2,-3.000000026E-3,-5.440000296E-1,5.463936603E-1
5.978024290E0,-5.099999905E-2,-3.000000026E-3,-5.440000296E-1,5.463936603E-1
5.982972443E0,-6.300000101E-2,-1.799999923E-2,-5.849999785E-1,5.886577741E-1
5.987920600E0,-6.300000101E-2,-1.799999923E-2,-5.849999785E-1,5.886577741E-1
5.992872555E0,-4.500000179E-2,-9.899999946E-2,-5.960000157E-1,6.058399284E-1
5.997823386E0,-4.500000179E-2,-9.899999946E-2,-5.960000157E-1,6.058399284E-1
6.002767476E0,-2.400000021E-2,-1.389999986E-1,-5.630000234E-1,5.804016074E-1
6.007713541E0,-2.400000021E-2,-1.389999986E-1,-5.630000234E-1,5.804016074E-1
6.012660042E0,-2.500000037E-2,-1.070000008E-1,-5.860000253E-1,5.962130742E-1
6.017606403E0,-2.500000037E-2,-1.070000008E-1,-5.860000253E-1,5.962130742E-1
6.022554550E0,-3.500000015E-2,-1.059999987E-1,-5.669999719E-1,5.778840436E-1
6.027502173E0,-3.500000015E-2,-1.059999987E-1,-5.669999719E-1,5.778840436E-1
6.032452733E0,-2.999999933E-2,-9.099999815E-2,-5.540000200E-1,5.622250633E-1
6.037402452E0,-2.999999933E-2,-9.099999815E-2,-5.540000200E-1,5.622250633E-1
6.042348897E0,9.999999776E-3,-8.699999750E-2,-4.990000129E-1,5.066261071E-1
6.047296302E0,9.999999776E-3,-8.699999750E-2,-4.990000129E-1,5.066261071E-1
6.052242740E0,-6.000000052E-3,-9.099999815E-2,-4.889999926E-1,4.974313947E-1
6.057189459E0,-6.000000052E-3,-9.099999815E-2,-4.889999926E-1,4.974313947E-1
6.062138399E0,-6.000000052E-3,-9.099999815E-2,-4.889999926E-1,4.974313947E-1
6.067086688E0,-6.000000052E-3,-9.099999815E-2,-4.889999926E-1,4.974313947E-1
6.072034117E0,-2.700000070E-2,-5.000000075E-2,-5.419999957E-1,5.449706372E-1
6.076981786E0,-2.700000070E-2,-5.000000075E-2,-5.419999957E-1,5.449706372E-1
6.081932905E0,-1.099999994E-2,-6.499999762E-2,-5.479999781E-1,5.519510627E-1
6.086883014E0,-1.099999994E-2,-6.499999762E-2,-5.479999781E-1,5.519510627E-1
6.091829927E0,1.600000076E-2,-9.099999815E-2,-4.790000021E-1,4.878298902E-1
6.096777780E0,1.600000076E-2,-9.099999815E-2,-4.790000021E-1,4.878298902E-1
6.101726931E0,5.700000003E-2,-7.800000161E-2,-4.460000098E-1,4.563430825E-1
6.106675702E0,5.700000003E-2,-7.800000161E-2,-4.460000098E-1,4.563430825E-1
6.111621223E0,6.899999827E-2,-6.700000167E-2,-5.479999781E-1,5.563757507E-1
6.116567700E0,6.899999827E-2,-6.700000167E-2,-5.479999781E-1,5.563757507E-1
6.121515419E0,3.999999911E-2,-9.300000221E-2,-5.640000105E-1,5.730139721E-1
6.126462774E0,3.999999911E-2,-9.300000221E-2,-5.640000105E-1,5.730139721E-1
6.131412128E0,8.000000380E-3,-5.900000036E-2,-5.049999952E-1,5.084977829E-1
6.136360909E0,8.000000380E-3,-5.900000036E-2,-5.049999952E-1,5.084977829E-1
6.141306794E0,2.600000054E-2,-9.000000358E-2,-5.509999990E-1,5.589069687E-1
6.146253527E0,2.600000054E-2,-9.000000358E-2,-5.509999990E-1,5.589069687E-1
6.151203165E0,4.500000179E-2,-4.100000113E-2,-5.400000215E-1,5.434206689E-1
6.156151966E0,4.500000179E-2,-4.100000113E-2,-5.400000215E-1,5.434206689E-1
6.161094242E0,4.000000190E-3,1.700000092E-2,-5.429999828E-1,5.432807574E-1
6.166038431E0,4.000000190E-3,1.700000092E-2,-5.429999828E-1,5.432807574E-1
6.170986324E0,3.799999878E-2,-3.000000026E-3,-4.589999914E-1,4.605800604E-1
6.175933159E0,3.799999878E-2,-3.000000026E-3,-4.589999914E-1,4.605800604E-1
6.180880638E0,-4.600000009E-2,-3.700000048E-2,-4.729999900E-1,4.766696871E-1
6.185827929E0,-4.600000009E-2,-3.700000048E-2,-4.729999900E-1,4.766696871E-1
6.190774928E0,-2.899999917E-2,2.500000037E-2,-5.159999728E-1,5.174185655E-1
6.195722011E0,-2.899999917E-2,2.500000037E-2,-5.159999728E-1,5.174185655E-1
6.200669807E0,-2.600000054E-2,-8.999999613E-3,-5.040000081E-1,5.047504415E-1
6.205617394E0,-2.600000054E-2,-8.999999613E-3,-5.040000081E-1,5.047504415E-1
6.210565173E0,-2.999999933E-2,-1.200000010E-2,-5.260000229E-1,5.269914838E-1
6.215512880E0,-2.999999933E-2,-1.200000010E-2,-5.260000229E-1,5.269914838E-1
6.220459489E0,-1.469999999E-1,-4.699999839E-2,-5.170000196E-1,5.395433440E-1
6.225406420E0,-1.469999999E-1,-4.699999839E-2,-5.170000196E-1,5.395433440E-1
6.230351866E0,-1.080000028E-1,-5.900000036E-2,-5.199999809E-1,5.343640901E-1
6.235297771E0,-1.080000028E-1,-5.900000036E-2,-5.199999809E-1,5.343640901E-1
6.240241624E0,-4.300000146E-2,-2.400000021E-2,-5.139999986E-1,5.163535597E-1
6.245186079E0,-4.300000146E-2,-2.400000021E-2,-5.139999986E-1,5.163535597E-1
6.250130317E0,-3.599999845E-2,-8.699999750E-2,-5.019999743E-1,5.107533393E-1
6.255074618E0,-3.599999845E-2,-8.699999750E-2,-5.019999743E-1,5.107533393E-1
6.260025250E0,-3.599999845E-2,-8.699999750E-2,-5.019999743E-1,5.107533393E-1
6.264974049E0,-3.599999845E-2,-8.699999750E-2,-5.019999743E-1,5.107533393E-1
6.269921147E0,-2.700000070E-2,-7.500000298E-2,-5.379999876E-1,5.438731352E-1
6.274868744E0,-2.700000070E-2,-7.500000298E-2,-5.379999876E-1,5.438731352E-1
6.279815379E0,-7.800000161E-2,-1.600000076E-2,-6.019999981E-1,6.072429481E-1
6.284762290E0,-7.800000161E-2,-1.600000076E-2,-6.019999981E-1,6.072429481E-1
6.289706752E0,-1.040000021E-1,-1.799999923E-2,-5.419999957E-1,5.521811259E-1
6.294651921E0,-1.040000021E-1,-1.799999923E-2,-5.419999957E-1,5.521811259E-1
6.299600045E0,-1.040000021E-1,-1.799999923E-2,-5.419999957E-1,5.521811259E-1
6.304547304E0,-1.040000021E-1,-1.799999923E-2,-5.419999957E-1,5.521811259E-1
6.309495776E0,0.000000000E0,-3.099999949E-2,-5.669999719E-1,5.678467822E-1
6.314443905E0,0.000000000E0,-3.099999949E-2,-5.669999719E-1,5.678467822E-1
6.319389134E0,2.300000004E-2,-3.900000080E-2,-5.759999752E-1,5.777767488E-1
6.324335213E0,2.300000004E-2,-3.900000080E-2,-5.759999752E-1,5.777767488E-1
6.329287337E0,2.800000086E-2,-6.199999899E-2,-5.970000029E-1,6.008635480E-1
6.334237684E0,2.800000086E-2,-6.199999899E-2,-5.970000029E-1,6.008635480E-1
6.339183884E0,1.700000092E-2,-4.699999839E-2,-5.759999752E-1,5.781643117E-1
6.344131301E0,1.700000092E-2,-4.699999839E-2,-5.759999752E-1,5.781643117E-1
6.349079325E0,8.000000380E-3,-5.999999866E-2,-5.260000229E-1,5.294714571E-1
6.354027192E0,8.000000380E-3,-5.999999866E-2,-5.260000229E-1,5.294714571E-1
6.358972493E0,1.400000043E-2,-5.600000173E-2,-4.679999948E-1,4.715463872E-1
6.363918560E0,1.400000043E-2,-5.600000173E-2,-4.679999948E-1,4.715463872E-1
6.368865674E0,4.100000113E-2,-5.299999937E-2,-4.399999976E-1,4.450730254E-1
6.373812481E0,4.100000113E-2,-5.299999937E-2,-4.399999976E-1,4.450730254E-1
6.378757046E0,6.499999762E-2,-3.999999911E-2,-5.000000000E-1,5.057914586E-1
6.383702261E0,6.499999762E-2,-3.999999911E-2,-5.000000000E-1,5.057914586E-1
6.388648935E0,6.599999964E-2,-3.200000152E-2,-4.779999852E-1,4.835948572E-1
6.393595182E0,6.599999964E-2,-3.200000152E-2,-4.779999852E-1,4.835948572E-1
6.398544736E0,5.400000140E-2,-1.700000092E-2,-4.900000095E-1,4.932595762E-1
6.403493327E0,5.400000140E-2,-1.700000092E-2,-4.900000095E-1,4.932595762E-1
6.408441452E0,3.700000048E-2,-1.700000092E-2,-4.950000048E-1,4.966719287E-1
6.413389715E0,3.700000048E-2,-1.700000092E-2,-4.950000048E-1,4.966719287E-1
6.418339644E0,5.200000107E-2,-2.700000070E-2,-5.210000277E-1,5.242843017E-1
6.423289059E0,5.200000107E-2,-2.700000070E-2,-5.210000277E-1,5.242843017E-1
6.428235555E0,2.600000054E-2,-4.300000146E-2,-4.850000143E-1,4.875961588E-1
6.433182906E0,2.600000054E-2,-4.300000146E-2,-4.850000143E-1,4.875961588E-1
6.438128363E0,2.300000004E-2,-3.900000080E-2,-5.070000291E-1,5.090177105E-1
6.443074372E0,2.300000004E-2,-3.900000080E-2,-5.070000291E-1,5.090177105E-1
6.448019965E0,-1.799999923E-2,-3.400000185E-2,-4.909999967E-1,4.925048191E-1
6.452965680E0,-1.799999923E-2,-3.400000185E-2,-4.909999967E-1,4.925048191E-1
6.457911927E0,-1.300000027E-2,-7.699999958E-2,-5.180000067E-1,5.238530394E-1
6.462858006E0,-1.300000027E-2,-7.699999958E-2,-5.180000067E-1,5.238530394E-1
6.467806200E0,7.000000216E-3,-1.040000021E-1,-5.379999876E-1,5.480045503E-1
6.472753775E0,7.000000216E-3,-1.040000021E-1,-5.379999876E-1,5.480045503E-1
6.477704676E0,2.400000021E-2,-8.799999952E-2,-5.960000157E-1,6.029394818E-1
6.482654611E0,2.400000021E-2,-8.799999952E-2,-5.960000157E-1,6.029394818E-1
6.487607325E0,-7.000000216E-3,-1.099999994E-1,-6.219999790E-1,6.316905681E-1
6.492559226E0,-7.000000216E-3,-1.099999994E-1,-6.219999790E-1,6.316905681E-1
6.497508214E0,1.300000027E-2,-1.190000027E-1,-6.159999967E-1,6.275237020E-1
6.502458031E0,1.300000027E-2,-1.190000027E-1,-6.159999967E-1,6.275237020E-1
6.507400312E0,-4.000000190E-3,-1.040000021E-1,-6.399999857E-1,6.484072656E-1
6.512344801E0,-4.000000190E-3,-1.040000021E-1,-6.399999857E-1,6.484072656E-1
6.517295268E0,-1.099999994E-2,-1.110000014E-1,-6.510000229E-1,6.604869644E-1
6.522243971E0,-1.099999994E-2,-1.110000014E-1,-6.510000229E-1,6.604869644E-1
6.527195636E0,-1.700000092E-2,-7.199999690E-2,-6.579999924E-1,6.621457465E-1
6.532146433E0,-1.700000092E-2,-7.199999690E-2,-6.579999924E-1,6.621457465E-1
6.537095703E0,3.000000026E-3,-7.800000161E-2,-6.439999938E-1,6.487133360E-1
6.542045426E0,3.000000026E-3,-7.800000161E-2,-6.439999938E-1,6.487133360E-1
6.546994391E0,-1.999999955E-2,-7.500000298E-2,-6.460000277E-1,6.506466293E-1
6.551943580E0,-1.999999955E-2,-7.500000298E-2,-6.460000277E-1,6.506466293E-1
6.556891584E0,-1.600000076E-2,-5.600000173E-2,-5.899999738E-1,5.928675816E-1
6.561839915E0,-1.600000076E-2,-5.600000173E-2,-5.899999738E-1,5.928675816E-1
6.566786596E0,-1.200000010E-2,-4.399999976E-2,-5.920000076E-1,5.937541655E-1
6.571733761E0,-1.200000010E-2,-4.399999976E-2,-5.920000076E-1,5.937541655E-1
6.576683547E0,-1.200000010E-2,-5.000000075E-2,-5.680000186E-1,5.703227343E-1
6.581632582E0,-1.200000010E-2,-5.000000075E-2,-5.680000186E-1,5.703227343E-1
6.586581801E0,-3.000000026E-3,-1.040000021E-1,-5.849999785E-1,5.941800866E-1
6.591530966E0,-3.000000026E-3,-1.040000021E-1,-5.849999785E-1,5.941800866E-1
6.596473566E0,-4.000000190E-3,-1.159999967E-1,-5.529999733E-1,5.650495285E-1
6.601418103E0,-4.000000190E-3,-1.159999967E-1,-5.529999733E-1,5.650495285E-1
6.606367958E0,-2.500000037E-2,-1.080000028E-1,-5.000000000E-1,5.121415826E-1
6.611316255E0,-2.500000037E-2,-1.080000028E-1,-5.000000000E-1,5.121415826E-1
6.616263124E0,-9.999999776E-3,-1.040000021E-1,-4.839999974E-1,4.951484605E-1
6.621210411E0,-9.999999776E-3,-1.040000021E-1,-4.839999974E-1,4.951484605E-1
6.626156010E0,-5.299999937E-2,-9.899999946E-2,-4.889999926E-1,5.017280066E-1
6.631102103E0,-5.299999937E-2,-9.899999946E-2,-4.889999926E-1,5.017280066E-1
6.636050069E0,-5.700000003E-2,-1.010000035E-1,-4.889999926E-1,5.025644172E-1
6.640997486E0,-5.700000003E-2,-1.010000035E-1,-4.889999926E-1,5.025644172E-1
6.645948830E0,-4.800000042E-2,-8.500000089E-2,-5.170000196E-1,5.261349831E-1
6.650899025E0,-4.800000042E-2,-8.500000089E-2,-5.170000196E-1,5.261349831E-1
6.655846307E0,-5.900000036E-2,-7.199999690E-2,-5.360000134E-1,5.440229902E-1
6.660794430E0,-5.900000036E-2,-7.199999690E-2,-5.360000134E-1,5.440229902E-1
6.665744391E0,-7.900000364E-2,-4.699999839E-2,-5.870000124E-1,5.941540330E-1
6.670693814E0,-7.900000364E-2,-4.699999839E-2,-5.870000124E-1,5.941540330E-1
6.675639417E0,-9.300000221E-2,-9.099999815E-2,-6.520000100E-1,6.648563853E-1
6.680586132E0,-9.300000221E-2,-9.099999815E-2,-6.520000100E-1,6.648563853E-1
6.685535974E0,-3.900000080E-2,-8.699999750E-2,-5.649999976E-1,5.729877808E-1
6.690484901E0,-3.900000080E-2,-8.699999750E-2,-5.649999976E-1,5.729877808E-1
6.695433646E0,-4.300000146E-2,-5.900000036E-2,-5.479999781E-1,5.528417279E-1
6.700382411E0,-4.300000146E-2,-5.900000036E-2,-5.479999781E-1,5.528417279E-1
6.705331001E0,-4.699999839E-2,-2.300000004E-2,-5.429999828E-1,5.455153354E-1
6.710279642E0,-4.699999839E-2,-2.300000004E-2,-5.429999828E-1,5.455153354E-1
6.715226149E0,-4.800000042E-2,-3.900000080E-2,-5.730000138E-1,5.763280454E-1
6.720173272E0,-4.800000042E-2,-3.900000080E-2,-5.730000138E-1,5.763280454E-1
6.725119394E0,-3.900000080E-2,-5.200000107E-2,-5.569999814E-1,5.607797959E-1
6.730065811E0,-3.900000080E-2,-5.200000107E-2,-5.569999814E-1,5.607797959E-1
