"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.120559347E0,9.000000358E-2,6.400000304E-2,-5.630000234E-1,5.737290539E-1
6.125508154E0,9.000000358E-2,6.400000304E-2,-5.630000234E-1,5.737290539E-1
6.130454574E0,8.699999750E-2,4.800000042E-2,-5.550000072E-1,5.638244475E-1
6.135401695E0,8.699999750E-2,4.800000042E-2,-5.550000072E-1,5.638244475E-1
6.140347141E0,1.129999980E-1,3.200000152E-2,-5.939999819E-1,6.054989497E-1
6.145293080E0,1.129999980E-1,3.200000152E-2,-5.939999819E-1,6.054989497E-1
6.150240495E0,1.430000067E-1,2.300000004E-2,-5.680000186E-1,5.861757612E-1
6.155187472E0,1.430000067E-1,2.300000004E-2,-5.680000186E-1,5.861757612E-1
6.160136052E0,1.430000067E-1,2.300000004E-2,-5.680000186E-1,5.861757612E-1
6.165084163E0,1.430000067E-1,2.300000004E-2,-5.680000186E-1,5.861757612E-1
6.170034063E0,2.020000070E-1,9.000000358E-2,-5.120000243E-1,5.577167994E-1
6.174983452E0,2.020000070E-1,9.000000358E-2,-5.120000243E-1,5.577167994E-1
6.179930899E0,1.710000038E-1,1.049999967E-1,-5.609999895E-1,5.958078456E-1
6.184878916E0,1.710000038E-1,1.049999967E-1,-5.609999895E-1,5.958078456E-1
6.189829911E0,1.449999958E-1,1.220000014E-1,-5.090000033E-1,5.431298211E-1
6.194780048E0,1.449999958E-1,1.220000014E-1,-5.090000033E-1,5.431298211E-1
6.199723041E0,1.449999958E-1,1.220000014E-1,-5.090000033E-1,5.431298211E-1
6.204668128E0,1.449999958E-1,1.220000014E-1,-5.090000033E-1,5.431298211E-1
6.209619163E0,9.799999744E-2,1.539999992E-1,-4.679999948E-1,5.023385256E-1
6.214568448E0,9.799999744E-2,1.539999992E-1,-4.679999948E-1,5.023385256E-1
6.219513017E0,4.699999839E-2,1.720000058E-1,-4.650000036E-1,4.980140612E-1
6.224458944E0,4.699999839E-2,1.720000058E-1,-4.650000036E-1,4.980140612E-1
6.229403470E0,2.600000054E-2,1.230000034E-1,-4.769999981E-1,4.932889610E-1
6.234348407E0,2.600000054E-2,1.230000034E-1,-4.769999981E-1,4.932889610E-1
6.239294397E0,1.700000092E-2,9.899999946E-2,-5.210000277E-1,5.305949762E-1
6.244240086E0,1.700000092E-2,9.899999946E-2,-5.210000277E-1,5.305949762E-1
6.249185247E0,3.999999911E-2,7.199999690E-2,-4.839999974E-1,4.909582436E-1
6.254130590E0,3.999999911E-2,7.199999690E-2,-4.839999974E-1,4.909582436E-1
6.259072916E0,3.500000015E-2,6.199999899E-2,-5.040000081E-1,5.090039372E-1
6.264016127E0,3.500000015E-2,6.199999899E-2,-5.040000081E-1,5.090039372E-1
6.268965317E0,8.200000226E-2,7.599999756E-2,-4.659999907E-1,4.792243643E-1
6.273912750E0,8.200000226E-2,7.599999756E-2,-4.659999907E-1,4.792243643E-1
6.278860847E0,6.599999964E-2,5.299999937E-2,-4.370000064E-1,4.451224613E-1
6.283808750E0,6.599999964E-2,5.299999937E-2,-4.370000064E-1,4.451224613E-1
6.288754559E0,1.169999987E-1,1.899999939E-2,-4.009999931E-1,4.181518793E-1
6.293700982E0,1.169999987E-1,1.899999939E-2,-4.009999931E-1,4.181518793E-1
6.298646224E0,1.270000041E-1,1.300000027E-2,-4.510000050E-1,4.687206050E-1
6.303591819E0,1.270000041E-1,1.300000027E-2,-4.510000050E-1,4.687206050E-1
6.308539464E0,1.180000007E-1,-1.999999955E-2,-4.959999919E-1,5.102352321E-1
6.313486509E0,1.180000007E-1,-1.999999955E-2,-4.959999919E-1,5.102352321E-1
6.318436291E0,1.099999994E-1,-4.800000042E-2,-5.030000210E-1,5.171199290E-1
6.323385274E0,1.099999994E-1,-4.800000042E-2,-5.030000210E-1,5.171199290E-1
6.328332251E0,1.580000073E-1,-3.599999845E-2,-5.289999843E-1,5.532639384E-1
6.333279816E0,1.580000073E-1,-3.599999845E-2,-5.289999843E-1,5.532639384E-1
6.338229607E0,1.589999944E-1,-8.000000380E-3,-5.370000005E-1,5.601017753E-1
6.343178774E0,1.589999944E-1,-8.000000380E-3,-5.370000005E-1,5.601017753E-1
6.348123150E0,1.759999990E-1,4.600000009E-2,-5.550000072E-1,5.840522302E-1
6.353068931E0,1.759999990E-1,4.600000009E-2,-5.550000072E-1,5.840522302E-1
6.358017461E0,1.500000060E-1,5.400000140E-2,-5.690000057E-1,5.909120141E-1
6.362965206E0,1.500000060E-1,5.400000140E-2,-5.690000057E-1,5.909120141E-1
6.367908565E0,1.739999950E-1,7.900000364E-2,-5.139999986E-1,5.483730458E-1
6.372853208E0,1.739999950E-1,7.900000364E-2,-5.139999986E-1,5.483730458E-1
6.377802684E0,1.459999979E-1,8.699999750E-2,-4.799999893E-1,5.092003423E-1
6.382750745E0,1.459999979E-1,8.699999750E-2,-4.799999893E-1,5.092003423E-1
6.387695311E0,1.469999999E-1,1.099999994E-1,-5.389999747E-1,5.694119533E-1
6.392640902E0,1.469999999E-1,1.099999994E-1,-5.389999747E-1,5.694119533E-1
6.397591303E0,1.169999987E-1,1.289999932E-1,-5.410000086E-1,5.683405733E-1
6.402540322E0,1.169999987E-1,1.289999932E-1,-5.410000086E-1,5.683405733E-1
6.407484724E0,9.200000018E-2,7.999999821E-2,-5.249999762E-1,5.389702911E-1
6.412430479E0,9.200000018E-2,7.999999821E-2,-5.249999762E-1,5.389702911E-1
6.417380984E0,8.399999887E-2,4.800000042E-2,-5.260000229E-1,5.348233577E-1
6.422330097E0,8.399999887E-2,4.800000042E-2,-5.260000229E-1,5.348233577E-1
6.427279033E0,5.900000036E-2,5.299999937E-2,-5.270000100E-1,5.329343398E-1
6.432228022E0,5.900000036E-2,5.299999937E-2,-5.270000100E-1,5.329343398E-1
6.437174750E0,5.099999905E-2,2.999999933E-2,-5.120000243E-1,5.154076297E-1
6.442122155E0,5.099999905E-2,2.999999933E-2,-5.120000243E-1,5.154076297E-1
6.447070062E0,5.099999905E-2,1.099999994E-2,-5.249999762E-1,5.275859881E-1
6.452017833E0,5.099999905E-2,1.099999994E-2,-5.249999762E-1,5.275859881E-1
6.456966593E0,6.899999827E-2,8.000000380E-3,-5.220000148E-1,5.266013817E-1
6.461915064E0,6.899999827E-2,8.000000380E-3,-5.220000148E-1,5.266013817E-1
6.466861510E0,8.299999684E-2,-9.999999776E-3,-5.590000153E-1,5.652167872E-1
6.471808541E0,8.299999684E-2,-9.999999776E-3,-5.590000153E-1,5.652167872E-1
6.476756750E0,5.000000075E-2,-3.000000026E-3,-5.310000181E-1,5.333573092E-1
6.481704615E0,5.000000075E-2,-3.000000026E-3,-5.310000181E-1,5.333573092E-1
6.486654431E0,5.200000107E-2,2.500000037E-2,-5.389999747E-1,5.420793050E-1
6.491603682E0,5.200000107E-2,2.500000037E-2,-5.389999747E-1,5.420793050E-1
6.496551964E0,3.599999845E-2,3.900000080E-2,-5.230000019E-1,5.256862200E-1
6.501500531E0,3.599999845E-2,3.900000080E-2,-5.230000019E-1,5.256862200E-1
6.506446958E0,5.499999970E-2,9.600000083E-2,-5.450000167E-1,5.561169107E-1
6.511394037E0,5.499999970E-2,9.600000083E-2,-5.450000167E-1,5.561169107E-1
6.516341472E0,6.800000370E-2,9.200000018E-2,-5.509999990E-1,5.627512768E-1
6.521288803E0,6.800000370E-2,9.200000018E-2,-5.509999990E-1,5.627512768E-1
6.526233342E0,5.200000107E-2,1.449999958E-1,-5.310000181E-1,5.528924110E-1
6.531178679E0,5.200000107E-2,1.449999958E-1,-5.310000181E-1,5.528924110E-1
6.536126594E0,5.700000003E-2,1.309999973E-1,-5.210000277E-1,5.402323834E-1
6.541073755E0,5.700000003E-2,1.309999973E-1,-5.210000277E-1,5.402323834E-1
6.546019802E0,5.299999937E-2,9.700000286E-2,-4.720000029E-1,4.847700519E-1
6.550966161E0,5.299999937E-2,9.700000286E-2,-4.720000029E-1,4.847700519E-1
6.555914396E0,3.299999982E-2,8.799999952E-2,-4.860000014E-1,4.950040417E-1
6.560862083E0,3.299999982E-2,8.799999952E-2,-4.860000014E-1,4.950040417E-1
6.565808841E0,6.700000167E-2,3.799999878E-2,-4.589999914E-1,4.654180833E-1
6.570755896E0,6.700000167E-2,3.799999878E-2,-4.589999914E-1,4.654180833E-1
6.575700679E0,7.800000161E-2,3.400000185E-2,-4.679999948E-1,4.756721512E-1
6.580646128E0,7.800000161E-2,3.400000185E-2,-4.679999948E-1,4.756721512E-1
6.585593278E0,1.019999981E-1,2.000000095E-3,-4.510000050E-1,4.623948574E-1
6.590539947E0,1.019999981E-1,2.000000095E-3,-4.510000050E-1,4.623948574E-1
6.595485473E0,3.900000080E-2,-9.999999776E-3,-4.110000134E-1,4.129673244E-1
6.600431334E0,3.900000080E-2,-9.999999776E-3,-4.110000134E-1,4.129673244E-1
6.605375044E0,6.599999964E-2,-1.099999994E-2,-4.250000119E-1,4.302348313E-1
6.610319363E0,6.599999964E-2,-1.099999994E-2,-4.250000119E-1,4.302348313E-1
6.615266687E0,5.600000173E-2,-1.099999994E-2,-4.309999943E-1,4.347619984E-1
6.620213130E0,5.600000173E-2,-1.099999994E-2,-4.309999943E-1,4.347619984E-1
6.625156175E0,6.800000370E-2,4.000000190E-3,-4.889999926E-1,4.937215747E-1
6.630100214E0,6.800000370E-2,4.000000190E-3,-4.889999926E-1,4.937215747E-1
6.635046457E0,7.100000232E-2,-3.599999845E-2,-5.289999843E-1,5.349560576E-1
6.639992024E0,7.100000232E-2,-3.599999845E-2,-5.289999843E-1,5.349560576E-1
6.644938819E0,7.299999893E-2,1.300000027E-2,-5.410000086E-1,5.460576976E-1
6.649885256E0,7.299999893E-2,1.300000027E-2,-5.410000086E-1,5.460576976E-1
6.654832650E0,9.399999678E-2,6.100000069E-2,-5.220000148E-1,5.338923252E-1
6.659779745E0,9.399999678E-2,6.100000069E-2,-5.220000148E-1,5.338923252E-1
6.664731820E0,7.299999893E-2,8.299999684E-2,-5.419999957E-1,5.531563926E-1
6.669682437E0,7.299999893E-2,8.299999684E-2,-5.419999957E-1,5.531563926E-1
6.674629288E0,1.120000035E-1,8.600000292E-2,-5.210000277E-1,5.397972120E-1
6.679577229E0,1.120000035E-1,8.600000292E-2,-5.210000277E-1,5.397972120E-1
6.684522535E0,1.040000021E-1,9.099999815E-2,-5.220000148E-1,5.399824215E-1
6.689468614E0,1.040000021E-1,9.099999815E-2,-5.220000148E-1,5.399824215E-1
6.694413412E0,1.550000012E-1,8.500000089E-2,-5.410000086E-1,5.691493739E-1
6.699358565E0,1.550000012E-1,8.500000089E-2,-5.410000086E-1,5.691493739E-1
6.704306106E0,1.319999993E-1,9.700000286E-2,-5.820000172E-1,6.046131163E-1
6.709252947E0,1.319999993E-1,9.700000286E-2,-5.820000172E-1,6.046131163E-1
6.714200202E0,1.400000006E-1,7.400000095E-2,-5.770000219E-1,5.983352118E-1
6.719147367E0,1.400000006E-1,7.400000095E-2,-5.770000219E-1,5.983352118E-1
6.724093032E0,1.199999973E-1,3.700000048E-2,-5.619999766E-1,5.758584662E-1
6.729039137E0,1.199999973E-1,3.700000048E-2,-5.619999766E-1,5.758584662E-1
6.733984899E0,8.600000292E-2,4.399999976E-2,-5.109999776E-1,5.200509375E-1
6.738930758E0,8.600000292E-2,4.399999976E-2,-5.109999776E-1,5.200509375E-1
6.743878629E0,4.399999976E-2,3.299999982E-2,-5.199999809E-1,5.229005452E-1
6.748825910E0,4.399999976E-2,3.299999982E-2,-5.199999809E-1,5.229005452E-1
6.753774939E0,7.100000232E-2,3.099999949E-2,-5.740000010E-1,5.792046283E-1
6.758723454E0,7.100000232E-2,3.099999949E-2,-5.740000010E-1,5.792046283E-1
6.763672446E0,4.899999872E-2,4.800000042E-2,-5.440000296E-1,5.483074248E-1
6.768621299E0,4.899999872E-2,4.800000042E-2,-5.440000296E-1,5.483074248E-1
6.773570069E0,9.000000358E-2,5.499999970E-2,-5.289999843E-1,5.394126287E-1
6.778518854E0,9.000000358E-2,5.499999970E-2,-5.289999843E-1,5.394126287E-1
6.783467575E0,1.480000019E-1,5.799999833E-2,-5.379999876E-1,5.609919670E-1
6.788416316E0,1.480000019E-1,5.799999833E-2,-5.379999876E-1,5.609919670E-1
6.793365078E0,1.350000054E-1,1.150000021E-1,-5.310000181E-1,5.598312435E-1
6.798313843E0,1.350000054E-1,1.150000021E-1,-5.310000181E-1,5.598312435E-1
6.803262657E0,1.199999973E-1,1.049999967E-1,-5.370000005E-1,5.601731868E-1
6.808211458E0,1.199999973E-1,1.049999967E-1,-5.370000005E-1,5.601731868E-1
6.813159697E0,1.389999986E-1,1.089999974E-1,-5.550000072E-1,5.824319763E-1
6.818108090E0,1.389999986E-1,1.089999974E-1,-5.550000072E-1,5.824319763E-1
6.823057093E0,1.169999987E-1,7.500000298E-2,-5.220000148E-1,5.401833166E-1
6.828005924E0,1.169999987E-1,7.500000298E-2,-5.220000148E-1,5.401833166E-1
6.832953242E0,9.799999744E-2,1.469999999E-1,-5.210000277E-1,5.501400079E-1
6.837901003E0,9.799999744E-2,1.469999999E-1,-5.210000277E-1,5.501400079E-1
6.842848264E0,4.800000042E-2,1.360000074E-1,-5.419999957E-1,5.608600515E-1
6.847795681E0,4.800000042E-2,1.360000074E-1,-5.419999957E-1,5.608600515E-1
6.852744140E0,8.200000226E-2,9.399999678E-2,-5.550000072E-1,5.688453285E-1
6.857692295E0,8.200000226E-2,9.399999678E-2,-5.550000072E-1,5.688453285E-1
6.862636288E0,5.099999905E-2,7.500000298E-2,-5.519999862E-1,5.594014525E-1
6.867581513E0,5.099999905E-2,7.500000298E-2,-5.519999862E-1,5.594014525E-1
6.872529447E0,5.900000036E-2,1.449999958E-1,-5.249999762E-1,5.478421066E-1
6.877476588E0,5.900000036E-2,1.449999958E-1,-5.249999762E-1,5.478421066E-1
6.882423349E0,2.899999917E-2,1.389999986E-1,-5.149999857E-1,5.342162341E-1
6.887370216E0,2.899999917E-2,1.389999986E-1,-5.149999857E-1,5.342162341E-1
6.892316562E0,4.300000146E-2,1.319999993E-1,-4.869999886E-1,5.064010158E-1
6.897263061E0,4.300000146E-2,1.319999993E-1,-4.869999886E-1,5.064010158E-1
6.902207398E0,5.499999970E-2,8.799999952E-2,-5.419999957E-1,5.518450826E-1
6.907152369E0,5.499999970E-2,8.799999952E-2,-5.419999957E-1,5.518450826E-1
6.912100527E0,1.700000092E-2,7.900000364E-2,-5.709999800E-1,5.766896720E-1
6.917047752E0,1.700000092E-2,7.900000364E-2,-5.709999800E-1,5.766896720E-1
6.921994244E0,3.799999878E-2,8.500000089E-2,-5.260000229E-1,5.341769596E-1
6.926940965E0,3.799999878E-2,8.500000089E-2,-5.260000229E-1,5.341769596E-1
6.931885579E0,7.100000232E-2,7.100000232E-2,-5.350000262E-1,5.443409122E-1
6.936830812E0,7.100000232E-2,7.100000232E-2,-5.350000262E-1,5.443409122E-1
6.941780516E0,7.699999958E-2,8.299999684E-2,-4.970000088E-1,5.097322907E-1
6.946728901E0,7.699999958E-2,8.299999684E-2,-4.970000088E-1,5.097322907E-1
6.951673095E0,3.799999878E-2,1.999999955E-2,-5.040000081E-1,5.058260650E-1
6.956618518E0,3.799999878E-2,1.999999955E-2,-5.040000081E-1,5.058260650E-1
6.961564596E0,1.010000035E-1,4.199999943E-2,-4.979999959E-1,5.098715491E-1
6.966510497E0,1.010000035E-1,4.199999943E-2,-4.979999959E-1,5.098715491E-1
6.971459217E0,1.099999994E-1,4.199999943E-2,-5.559999943E-1,5.683308838E-1
6.976407112E0,1.099999994E-1,4.199999943E-2,-5.559999943E-1,5.683308838E-1
6.981353319E0,9.899999946E-2,6.100000069E-2,-5.199999809E-1,5.328432979E-1
6.986300028E0,9.899999946E-2,6.100000069E-2,-5.199999809E-1,5.328432979E-1
6.991244283E0,1.180000007E-1,1.140000001E-1,-5.230000019E-1,5.481322853E-1
6.996189258E0,1.180000007E-1,1.140000001E-1,-5.230000019E-1,5.481322853E-1
7.001138293E0,1.519999951E-1,8.200000226E-2,-5.509999990E-1,5.774331111E-1
7.006086156E0,1.519999951E-1,8.200000226E-2,-5.509999990E-1,5.774331111E-1
7.011028367E0,1.410000026E-1,6.700000167E-2,-5.019999743E-1,5.257128257E-1
7.015972234E0,1.410000026E-1,6.700000167E-2,-5.019999743E-1,5.257128257E-1
7.020921357E0,1.519999951E-1,7.299999893E-2,-5.090000033E-1,5.362033213E-1
7.025868934E0,1.519999951E-1,7.299999893E-2,-5.090000033E-1,5.362033213E-1
7.030814124E0,1.770000011E-1,2.400000021E-2,-4.580000043E-1,4.915984177E-1
7.035760013E0,1.770000011E-1,2.400000021E-2,-4.580000043E-1,4.915984177E-1
7.040707293E0,1.780000031E-1,6.199999899E-2,-4.930000007E-1,5.278039425E-1
7.045654166E0,1.780000031E-1,6.199999899E-2,-4.930000007E-1,5.278039425E-1
7.050601413E0,1.659999937E-1,1.019999981E-1,-5.270000100E-1,5.618620899E-1
7.055548550E0,1.659999937E-1,1.019999981E-1,-5.270000100E-1,5.618620899E-1
7.060494540E0,1.289999932E-1,5.400000140E-2,-4.729999900E-1,4.932402953E-1
7.065440863E0,1.289999932E-1,5.400000140E-2,-4.729999900E-1,4.932402953E-1
7.070389482E0,1.110000014E-1,2.199999988E-2,-4.580000043E-1,4.717721953E-1
7.075337449E0,1.110000014E-1,2.199999988E-2,-4.580000043E-1,4.717721953E-1
7.080286761E0,7.800000161E-2,3.200000152E-2,-4.460000098E-1,4.538986771E-1
7.085235680E0,7.800000161E-2,3.200000152E-2,-4.460000098E-1,4.538986771E-1
7.090180468E0,1.230000034E-1,-1.000000047E-3,-4.729999900E-1,4.887320241E-1
7.095126461E0,1.230000034E-1,-1.000000047E-3,-4.729999900E-1,4.887320241E-1
7.100073136E0,1.230000034E-1,-1.000000047E-3,-4.729999900E-1,4.887320241E-1
7.105019613E0,1.230000034E-1,-1.000000047E-3,-4.729999900E-1,4.887320241E-1
7.109971343E0,1.400000006E-1,-3.299999982E-2,-4.860000014E-1,5.068382400E-1
7.114921536E0,1.400000006E-1,-3.299999982E-2,-4.860000014E-1,5.068382400E-1
7.119868799E0,1.199999973E-1,1.400000043E-2,-4.869999886E-1,5.017618840E-1
7.124816922E0,1.199999973E-1,1.400000043E-2,-4.869999886E-1,5.017618840E-1
7.129765917E0,1.030000001E-1,2.999999933E-2,-4.779999852E-1,4.898907897E-1
7.134714670E0,1.030000001E-1,2.999999933E-2,-4.779999852E-1,4.898907897E-1
7.139665605E0,1.089999974E-1,8.000000380E-3,-4.569999874E-1,4.698872076E-1
7.144615900E0,1.089999974E-1,8.000000380E-3,-4.569999874E-1,4.698872076E-1
7.149564959E0,1.049999967E-1,9.999999776E-3,-4.379999936E-1,4.505208027E-1
7.154514374E0,1.049999967E-1,9.999999776E-3,-4.379999936E-1,4.505208027E-1
7.159459607E0,9.899999946E-2,1.799999923E-2,-5.230000019E-1,5.325917779E-1
7.164406066E0,9.899999946E-2,1.799999923E-2,-5.230000019E-1,5.325917779E-1
7.169352740E0,1.159999967E-1,4.899999872E-2,-5.429999828E-1,5.574100649E-1
7.174299329E0,1.159999967E-1,4.899999872E-2,-5.429999828E-1,5.574100649E-1
7.179248697E0,1.150000021E-1,4.199999943E-2,-5.569999814E-1,5.702963964E-1
7.184197252E0,1.150000021E-1,4.199999943E-2,-5.569999814E-1,5.702963964E-1
7.189145176E0,8.900000155E-2,3.999999911E-2,-5.410000086E-1,5.497290328E-1
7.194093273E0,8.900000155E-2,3.999999911E-2,-5.410000086E-1,5.497290328E-1
7.199043192E0,8.799999952E-2,8.900000155E-2,-5.109999776E-1,5.261045308E-1
7.203992579E0,8.799999952E-2,8.900000155E-2,-5.109999776E-1,5.261045308E-1
7.208940176E0,7.500000298E-2,1.120000035E-1,-4.779999852E-1,4.966417090E-1
7.213888287E0,7.500000298E-2,1.120000035E-1,-4.779999852E-1,4.966417090E-1
7.218837903E0,9.499999881E-2,1.019999981E-1,-4.499999881E-1,4.710933970E-1
7.223787068E0,9.499999881E-2,1.019999981E-1,-4.499999881E-1,4.710933970E-1
7.228734013E0,9.700000286E-2,5.400000140E-2,-4.600000083E-1,4.732071517E-1
7.233681610E0,9.700000286E-2,5.400000140E-2,-4.600000083E-1,4.732071517E-1
7.238627876E0,9.799999744E-2,5.799999833E-2,-4.779999852E-1,4.913776401E-1
7.243574533E0,9.799999744E-2,5.799999833E-2,-4.779999852E-1,4.913776401E-1
7.248520374E0,8.900000155E-2,8.600000292E-2,-5.159999728E-1,5.306345001E-1
7.253466455E0,8.900000155E-2,8.600000292E-2,-5.159999728E-1,5.306345001E-1
7.258410652E0,6.499999762E-2,3.700000048E-2,-5.329999924E-1,5.382220653E-1
7.263355391E0,6.499999762E-2,3.700000048E-2,-5.329999924E-1,5.382220653E-1
7.268304355E0,5.799999833E-2,1.499999966E-2,-5.479999781E-1,5.512648871E-1
7.273252082E0,5.799999833E-2,1.499999966E-2,-5.479999781E-1,5.512648871E-1
7.278194483E0,5.000000075E-2,5.299999937E-2,-5.509999990E-1,5.557967245E-1
7.283138454E0,5.000000075E-2,5.299999937E-2,-5.509999990E-1,5.557967245E-1
7.288086288E0,5.499999970E-2,1.030000001E-1,-5.630000234E-1,5.749808921E-1
7.293032991E0,5.499999970E-2,1.030000001E-1,-5.630000234E-1,5.749808921E-1
7.297978350E0,9.300000221E-2,1.379999965E-1,-5.550000072E-1,5.794117771E-1
7.302924089E0,9.300000221E-2,1.379999965E-1,-5.550000072E-1,5.794117771E-1
7.307871349E0,6.899999827E-2,1.780000031E-1,-5.500000119E-1,5.821898436E-1
7.312818164E0,6.899999827E-2,1.780000031E-1,-5.500000119E-1,5.821898436E-1
7.317763874E0,7.800000161E-2,1.230000034E-1,-5.519999862E-1,5.708913958E-1
7.322709887E0,7.800000161E-2,1.230000034E-1,-5.519999862E-1,5.708913958E-1
7.327656064E0,5.700000003E-2,1.140000001E-1,-5.910000205E-1,6.045874827E-1
7.332602193E0,5.700000003E-2,1.140000001E-1,-5.910000205E-1,6.045874827E-1
7.337550893E0,5.299999937E-2,7.699999958E-2,-6.309999824E-1,6.378863360E-1
7.342498828E0,5.299999937E-2,7.699999958E-2,-6.309999824E-1,6.378863360E-1
7.347446163E0,5.200000107E-2,8.200000226E-2,-6.119999886E-1,6.196547317E-1
7.352393676E0,5.200000107E-2,8.200000226E-2,-6.119999886E-1,6.196547317E-1
7.357341352E0,6.100000069E-2,5.799999833E-2,-5.830000043E-1,5.890449939E-1
7.362288981E0,6.100000069E-2,5.799999833E-2,-5.830000043E-1,5.890449939E-1
7.367235108E0,4.199999943E-2,3.299999982E-2,-5.910000205E-1,5.934088171E-1
7.372181675E0,4.199999943E-2,3.299999982E-2,-5.910000205E-1,5.934088171E-1
7.377125468E0,5.200000107E-2,3.200000152E-2,-5.619999766E-1,5.653069732E-1
7.382070037E0,5.200000107E-2,3.200000152E-2,-5.619999766E-1,5.653069732E-1
7.387017357E0,5.900000036E-2,4.800000042E-2,-5.490000248E-1,5.542436534E-1
7.391963876E0,5.900000036E-2,4.800000042E-2,-5.490000248E-1,5.542436534E-1
7.396909787E0,5.799999833E-2,1.700000092E-2,-5.740000010E-1,5.771732850E-1
7.401855878E0,5.799999833E-2,1.700000092E-2,-5.740000010E-1,5.771732850E-1
7.406806497E0,5.600000173E-2,2.999999933E-2,-5.929999948E-1,5.963933215E-1
7.411755794E0,5.600000173E-2,2.999999933E-2,-5.929999948E-1,5.963933215E-1
7.416703257E0,3.799999878E-2,6.800000370E-2,-6.140000224E-1,6.189216654E-1
7.421651258E0,3.799999878E-2,6.800000370E-2,-6.140000224E-1,6.189216654E-1
7.426599736E0,7.999999821E-2,7.400000095E-2,-5.839999914E-1,5.940807940E-1
7.431548087E0,7.999999821E-2,7.400000095E-2,-5.839999914E-1,5.940807940E-1
7.436496718E0,9.300000221E-2,5.099999905E-2,-5.680000186E-1,5.778183291E-1
7.441445289E0,9.300000221E-2,5.099999905E-2,-5.680000186E-1,5.778183291E-1
7.446391749E0,1.140000001E-1,5.299999937E-2,-5.400000215E-1,5.544411809E-1
7.451338828E0,1.140000001E-1,5.299999937E-2,-5.400000215E-1,5.544411809E-1
7.456284279E0,1.389999986E-1,4.100000113E-2,-5.899999738E-1,6.075376274E-1
7.461230210E0,1.389999986E-1,4.100000113E-2,-5.899999738E-1,6.075376274E-1
7.466175545E0,1.420000046E-1,5.999999866E-2,-5.630000234E-1,5.837234169E-1
7.471121056E0,1.420000046E-1,5.999999866E-2,-5.630000234E-1,5.837234169E-1
7.476067794E0,1.599999964E-1,1.000000015E-1,-5.289999843E-1,5.616413291E-1
7.481014187E0,1.599999964E-1,1.000000015E-1,-5.289999843E-1,5.616413291E-1
7.485958363E0,1.630000025E-1,1.099999994E-1,-5.120000243E-1,5.484642428E-1
7.490903190E0,1.630000025E-1,1.099999994E-1,-5.120000243E-1,5.484642428E-1
7.495850637E0,1.650000066E-1,1.070000008E-1,-5.099999905E-1,5.466022252E-1
7.500797328E0,1.650000066E-1,1.070000008E-1,-5.099999905E-1,5.466022252E-1
7.505743931E0,1.120000035E-1,7.900000364E-2,-5.109999776E-1,5.290614127E-1
7.510690560E0,1.120000035E-1,7.900000364E-2,-5.109999776E-1,5.290614127E-1
7.515633767E0,9.799999744E-2,5.600000173E-2,-5.080000162E-1,5.203883321E-1
7.520577964E0,9.799999744E-2,5.600000173E-2,-5.080000162E-1,5.203883321E-1
7.525524632E0,1.059999987E-1,3.099999949E-2,-5.329999924E-1,5.443215884E-1
7.530470577E0,1.059999987E-1,3.099999949E-2,-5.329999924E-1,5.443215884E-1
7.535415482E0,9.600000083E-2,2.800000086E-2,-5.339999795E-1,5.432825953E-1
7.540360709E0,9.600000083E-2,2.800000086E-2,-5.339999795E-1,5.432825953E-1
7.545306074E0,1.239999980E-1,5.700000003E-2,-5.569999814E-1,5.734753515E-1
7.550251399E0,1.239999980E-1,5.700000003E-2,-5.569999814E-1,5.734753515E-1
7.555197875E0,1.539999992E-1,2.999999933E-2,-5.870000124E-1,6.076059696E-1
7.560144014E0,1.539999992E-1,2.999999933E-2,-5.870000124E-1,6.076059696E-1
7.565090036E0,1.759999990E-1,2.899999917E-2,-5.699999928E-1,5.972578936E-1
7.570036093E0,1.759999990E-1,2.899999917E-2,-5.699999928E-1,5.972578936E-1
7.574981692E0,1.570000052E-1,3.900000080E-2,-5.649999976E-1,5.877031555E-1
7.579927415E0,1.570000052E-1,3.900000080E-2,-5.649999976E-1,5.877031555E-1
7.584875985E0,1.720000058E-1,-8.000000380E-3,-5.509999990E-1,5.772772306E-1
7.589823722E0,1.720000058E-1,-8.000000380E-3,-5.509999990E-1,5.772772306E-1
7.594766336E0,1.589999944E-1,3.500000015E-2,-5.120000243E-1,5.372615966E-1
7.599710469E0,1.589999944E-1,3.500000015E-2,-5.120000243E-1,5.372615966E-1
7.604657328E0,1.319999993E-1,3.599999845E-2,-5.690000057E-1,5.852187678E-1
7.609603389E0,1.319999993E-1,3.599999845E-2,-5.690000057E-1,5.852187678E-1
7.614551376E0,1.049999967E-1,3.599999845E-2,-5.619999766E-1,5.728568520E-1
7.619498789E0,1.049999967E-1,3.599999845E-2,-5.619999766E-1,5.728568520E-1
7.624446934E0,1.270000041E-1,8.200000226E-2,-5.910000205E-1,6.100278892E-1
7.629394865E0,1.270000041E-1,8.200000226E-2,-5.910000205E-1,6.100278892E-1
7.634343944E0,1.070000008E-1,1.080000028E-1,-5.780000091E-1,5.976596115E-1
7.639292697E0,1.070000008E-1,1.080000028E-1,-5.780000091E-1,5.976596115E-1
